COMUNA,TIPO DE ACCIDENTE,GRAVEDAD,MES,DIA SEMANA,NUMERO ACCIDENTE
El Poblado,Atropello,HERIDO,02,JUEVES   ,3
Laureles Estadio,Otro,HERIDO,12,SABADO   ,18
Guayabal,Otro,SOLO DANOS,07,MARTES   ,0
Corregimiento de San Cristobal,Choque,SOLO DANOS,06,MARTES   ,2
Aranjuez,Choque,MUERTO,06,SABADO   ,0
Corregimiento de San Cristobal,Otro,HERIDO,08,SABADO   ,1
Corregimiento de San Cristobal,Choque,MUERTO,02,LUNES    ,0
Doce de Octubre,Choque,SOLO DANOS,08,MARTES   ,14
Belen,Caida ocupante,HERIDO,02,LUNES    ,10
Santa Cruz,Choque,SOLO DANOS,04,DOMINGO  ,0
El Poblado,Choque,HERIDO,05,JUEVES   ,24
La Candelaria,Caida ocupante,HERIDO,06,SABADO   ,12
Laureles Estadio,Choque,HERIDO,04,LUNES    ,42
La America,Choque,SOLO DANOS,12,VIERNES  ,21
Belen,Otro,HERIDO,12,JUEVES   ,10
Corregimiento de Santa Elena,Caida ocupante,HERIDO,04,MARTES   ,0
Belen,Choque,HERIDO,02,JUEVES   ,32
Corregimiento de Santa Elena,Caida ocupante,HERIDO,12,LUNES    ,0
Cerro Nutibara,Choque,MUERTO,06,MIERCOLES,0
Corregimiento de Altavista,Choque,SOLO DANOS,04,LUNES    ,3
Doce de Octubre,Choque,HERIDO,09,VIERNES  ,5
Laureles Estadio,Volcamiento,HERIDO,01,VIERNES  ,5
Aranjuez,Otro,HERIDO,05,MARTES   ,10
Corregimiento de San Antonio de Prado,Volcamiento,HERIDO,02,SABADO   ,0
El Poblado,Volcamiento,HERIDO,02,VIERNES  ,6
Popular,Caida ocupante,HERIDO,03,JUEVES   ,2
Otro,Choque,SOLO DANOS,02,LUNES    ,0
Corregimiento de Santa Elena,Volcamiento,HERIDO,05,VIERNES  ,0
Guayabal,Otro,SOLO DANOS,11,JUEVES   ,0
Belen,Choque,HERIDO,08,SABADO   ,26
In,Choque,SOLO DANOS,07,MARTES   ,0
La America,Caida ocupante,HERIDO,05,DOMINGO  ,1
Buenos Aires,Choque,SOLO DANOS,02,LUNES    ,21
Robledo,Volcamiento,HERIDO,12,VIERNES  ,2
Belen,Choque,SOLO DANOS,02,MARTES   ,52
Aranjuez,Caida ocupante,MUERTO,04,MARTES   ,0
Belen,Choque,SOLO DANOS,10,LUNES    ,50
Castilla,Volcamiento,HERIDO,09,DOMINGO  ,2
Villa Hermosa,Otro,HERIDO,08,LUNES    ,2
Aranjuez,Volcamiento,SOLO DANOS,04,LUNES    ,0
Villa Hermosa,Choque,SOLO DANOS,11,JUEVES   ,7
San Javier,Caida ocupante,HERIDO,04,JUEVES   ,3
Corregimiento de San Cristobal,Volcamiento,HERIDO,10,DOMINGO  ,1
Robledo,Otro,HERIDO,01,VIERNES  ,20
Belen,Caida ocupante,HERIDO,04,SABADO   ,2
Laureles Estadio,Choque,HERIDO,06,SABADO   ,38
Guayabal,Volcamiento,HERIDO,04,VIERNES  ,5
Robledo,Choque,MUERTO,05,SABADO   ,0
Castilla,Otro,HERIDO,12,VIERNES  ,14
Manrique,Choque,SOLO DANOS,02,MARTES   ,6
Corregimiento de Altavista,Caida ocupante,HERIDO,01,SABADO   ,0
Corregimiento de Altavista,Choque,SOLO DANOS,06,SABADO   ,2
Aranjuez,Choque,MUERTO,12,MARTES   ,0
Manrique,Choque,SOLO DANOS,10,LUNES    ,13
Corregimiento de San Antonio de Prado,Otro,HERIDO,08,MARTES   ,1
Laureles Estadio,Atropello,HERIDO,10,JUEVES   ,8
Robledo,Volcamiento,HERIDO,03,MIERCOLES,5
La Candelaria,Volcamiento,SOLO DANOS,04,DOMINGO  ,0
Robledo,Atropello,HERIDO,06,LUNES    ,1
Popular,Choque,SOLO DANOS,07,DOMINGO  ,4
Aranjuez,Volcamiento,HERIDO,06,DOMINGO  ,0
Corregimiento de San Antonio de Prado,Atropello,HERIDO,12,DOMINGO  ,2
La Candelaria,Choque,MUERTO,03,MIERCOLES,1
Castilla,Atropello,MUERTO,07,MIERCOLES,0
Guayabal,Choque,SOLO DANOS,09,MIERCOLES,58
Corregimiento de Santa Elena,Atropello,HERIDO,03,MARTES   ,0
Corregimiento de Santa Elena,Atropello,HERIDO,11,LUNES    ,0
La Candelaria,Caida ocupante,HERIDO,12,MARTES   ,16
San Javier,Atropello,MUERTO,01,LUNES    ,0
La America,Otro,HERIDO,04,MIERCOLES,4
San Javier,Choque,SOLO DANOS,03,MARTES   ,10
San Javier,Choque,SOLO DANOS,11,LUNES    ,6
Buenos Aires,Choque,SOLO DANOS,04,SABADO   ,22
Doce de Octubre,Atropello,HERIDO,08,VIERNES  ,12
Corregimiento de San Antonio de Prado,Choque,HERIDO,10,MIERCOLES,5
Aranjuez,Choque,HERIDO,05,MIERCOLES,25
San Javier,Otro,HERIDO,05,VIERNES  ,2
Corregimiento de Santa Elena,Choque,SOLO DANOS,11,MARTES   ,1
Corregimiento de San Antonio de Prado,Otro,SOLO DANOS,05,MARTES   ,0
Corregimiento de Santa Elena,Otro,HERIDO,04,MARTES   ,0
Guayabal,Choque,HERIDO,09,MIERCOLES,30
Laureles Estadio,Caida ocupante,HERIDO,06,MIERCOLES,9
Laureles Estadio,Otro,HERIDO,07,MARTES   ,16
Corregimiento de San Antonio de Prado,Otro,HERIDO,12,JUEVES   ,0
La Candelaria,Choque,SOLO DANOS,12,MARTES   ,233
Manrique,Choque,HERIDO,01,VIERNES  ,8
Robledo,Caida ocupante,HERIDO,07,MIERCOLES,13
Popular,Choque,SOLO DANOS,10,VIERNES  ,2
Manrique,Otro,HERIDO,08,DOMINGO  ,5
Corregimiento de San Cristobal,Atropello,MUERTO,08,SABADO   ,0
El Poblado,Otro,HERIDO,03,LUNES    ,7
Guayabal,Choque,SOLO DANOS,04,LUNES    ,67
Castilla,Atropello,MUERTO,02,LUNES    ,0
Corregimiento de San Cristobal,Choque,HERIDO,12,VIERNES  ,3
Manrique,Choque,SOLO DANOS,12,SABADO   ,13
Corregimiento de San Cristobal,Volcamiento,HERIDO,02,VIERNES  ,2
Doce de Octubre,Atropello,HERIDO,11,MIERCOLES,9
Robledo,Atropello,HERIDO,08,SABADO   ,5
El Poblado,Choque,SOLO DANOS,05,VIERNES  ,115
San Javier,Choque,HERIDO,04,DOMINGO  ,5
Laureles Estadio,Choque,HERIDO,12,MARTES   ,45
Popular,Volcamiento,HERIDO,09,MARTES   ,0
Laureles Estadio,Otro,HERIDO,11,JUEVES   ,29
Doce de Octubre,Caida ocupante,HERIDO,10,MIERCOLES,7
La America,Atropello,HERIDO,08,DOMINGO  ,3
Laureles Estadio,Caida ocupante,HERIDO,01,LUNES    ,16
Corregimiento de San Antonio de Prado,Atropello,HERIDO,04,VIERNES  ,1
Guayabal,Atropello,HERIDO,05,VIERNES  ,12
Manrique,Otro,HERIDO,11,VIERNES  ,5
La Candelaria,Caida ocupante,HERIDO,05,JUEVES   ,16
Otro,Choque,SOLO DANOS,10,MARTES   ,0
Robledo,Caida ocupante,HERIDO,02,LUNES    ,8
Guayabal,Atropello,MUERTO,03,MARTES   ,0
Villa Hermosa,Choque,HERIDO,01,MIERCOLES,8
El Poblado,Atropello,HERIDO,07,JUEVES   ,3
El Poblado,Choque,MUERTO,08,VIERNES  ,0
Popular,Otro,HERIDO,01,SABADO   ,0
Robledo,Choque,HERIDO,04,MIERCOLES,22
San Javier,Volcamiento,HERIDO,04,SABADO   ,1
Belen,Otro,HERIDO,03,DOMINGO  ,6
Buenos Aires,Choque,SOLO DANOS,10,MARTES   ,28
Belen,Caida ocupante,HERIDO,07,LUNES    ,6
La Candelaria,Otro,HERIDO,05,VIERNES  ,30
Castilla,Choque,SOLO DANOS,09,VIERNES  ,82
El Poblado,Otro,HERIDO,05,SABADO   ,8
Castilla,Caida ocupante,HERIDO,01,VIERNES  ,13
Guayabal,Choque,SOLO DANOS,06,SABADO   ,55
Aranjuez,Volcamiento,HERIDO,01,MIERCOLES,0
Belen,Choque,HERIDO,07,JUEVES   ,34
Corregimiento de Altavista,Caida ocupante,HERIDO,04,LUNES    ,0
Corregimiento de Altavista,Choque,HERIDO,03,LUNES    ,0
Laureles Estadio,Volcamiento,HERIDO,06,VIERNES  ,3
Santa Cruz,Volcamiento,HERIDO,08,JUEVES   ,0
Corregimiento de San Antonio de Prado,Choque,SOLO DANOS,01,MARTES   ,1
Otro,Choque,SOLO DANOS,07,LUNES    ,1
Aranjuez,Choque,HERIDO,02,SABADO   ,27
Villa Hermosa,Choque,SOLO DANOS,02,DOMINGO  ,8
Aranjuez,Atropello,HERIDO,12,DOMINGO  ,13
Santa Cruz,Choque,SOLO DANOS,12,VIERNES  ,8
Belen,Choque,SOLO DANOS,07,MARTES   ,55
Laureles Estadio,Choque,HERIDO,05,JUEVES   ,48
Doce de Octubre,Otro,HERIDO,01,MIERCOLES,1
Robledo,Caida ocupante,HERIDO,04,SABADO   ,11
Castilla,Choque,SOLO DANOS,12,MIERCOLES,78
La America,Choque,SOLO DANOS,08,MIERCOLES,15
Facultad de Minas U. Nacional,Choque,MUERTO,05,SABADO   ,0
Robledo,Choque,SOLO DANOS,05,VIERNES  ,39
Corregimiento de Altavista,Choque,SOLO DANOS,05,JUEVES   ,0
San Javier,Caida ocupante,HERIDO,09,JUEVES   ,4
Villa Hermosa,Atropello,HERIDO,10,VIERNES  ,9
Aranjuez,Choque,SOLO DANOS,05,VIERNES  ,44
Corregimiento de San Cristobal,Atropello,HERIDO,07,MIERCOLES,3
Laureles Estadio,Atropello,HERIDO,01,DOMINGO  ,4
Belen,Caida ocupante,HERIDO,09,SABADO   ,8
Guayabal,Volcamiento,HERIDO,09,VIERNES  ,8
Otro,Choque,SOLO DANOS,03,JUEVES   ,2
Villa Hermosa,Volcamiento,HERIDO,02,DOMINGO  ,0
Corregimiento de Altavista,Caida ocupante,HERIDO,06,SABADO   ,0
Manrique,Choque,SOLO DANOS,07,MARTES   ,11
San Javier,Atropello,HERIDO,02,MIERCOLES,4
San Javier,Volcamiento,HERIDO,10,MARTES   ,2
Robledo,Volcamiento,HERIDO,08,MIERCOLES,1
Buenos Aires,Volcamiento,HERIDO,05,DOMINGO  ,1
Buenos Aires,Choque,SOLO DANOS,03,JUEVES   ,24
La Candelaria,Volcamiento,SOLO DANOS,09,DOMINGO  ,0
Villa Hermosa,Otro,HERIDO,09,JUEVES   ,6
SN,Otro,HERIDO,06,MIERCOLES,0
Castilla,Atropello,HERIDO,12,VIERNES  ,11
Otro,Choque,SOLO DANOS,09,SABADO   ,3
Corregimiento de San Antonio de Prado,Choque,SOLO DANOS,11,SABADO   ,4
Corregimiento de San Antonio de Prado,Caida ocupante,HERIDO,05,MIERCOLES,0
El Poblado,Otro,HERIDO,11,MARTES   ,9
El Poblado,Caida ocupante,HERIDO,02,SABADO   ,2
La America,Otro,HERIDO,09,MIERCOLES,7
Villa Hermosa,Atropello,HERIDO,01,MIERCOLES,5
Santa Cruz,Choque,HERIDO,04,SABADO   ,4
San Javier,Choque,SOLO DANOS,08,MARTES   ,6
Terminal de Transporte,Choque,Malla vial,05,MARTES   ,0
Buenos Aires,Choque,SOLO DANOS,09,SABADO   ,27
Guayabal,Volcamiento,HERIDO,12,MIERCOLES,2
Otro,Choque,HERIDO,06,MARTES   ,0
Belen,Atropello,HERIDO,04,DOMINGO  ,6
Manrique,Caida ocupante,HERIDO,05,DOMINGO  ,7
Manrique,Choque,HERIDO,06,VIERNES  ,6
Popular,Otro,HERIDO,04,LUNES    ,0
Aranjuez,Atropello,HERIDO,04,VIERNES  ,8
Santa Cruz,Otro,HERIDO,12,VIERNES  ,1
Popular,Atropello,MUERTO,04,LUNES    ,0
Robledo,Volcamiento,HERIDO,03,LUNES    ,0
Buenos Aires,Atropello,HERIDO,09,DOMINGO  ,2
Robledo,Otro,SOLO DANOS,06,LUNES    ,0
Guayabal,Choque,SOLO DANOS,09,LUNES    ,69
San Javier,Choque,SOLO DANOS,12,JUEVES   ,5
Corregimiento de San Cristobal,Volcamiento,HERIDO,07,VIERNES  ,0
La America,Otro,HERIDO,04,LUNES    ,4
Corregimiento de San Cristobal,Otro,HERIDO,10,DOMINGO  ,3
San Javier,Atropello,MUERTO,08,SABADO   ,0
La Candelaria,Volcamiento,HERIDO,03,SABADO   ,8
Corregimiento de Santa Elena,Choque,HERIDO,04,DOMINGO  ,0
Santa Cruz,Otro,HERIDO,03,MIERCOLES,1
Villa Hermosa,Caida ocupante,HERIDO,02,DOMINGO  ,5
La America,Caida ocupante,HERIDO,05,MIERCOLES,3
Popular,Caida ocupante,HERIDO,10,DOMINGO  ,5
El Poblado,Atropello,HERIDO,10,DOMINGO  ,1
Corregimiento de San Antonio de Prado,Choque,HERIDO,02,MARTES   ,2
Corregimiento de Altavista,Caida ocupante,HERIDO,12,MARTES   ,0
Corregimiento de San Antonio de Prado,Choque,HERIDO,10,LUNES    ,0
Aranjuez,Choque,HERIDO,05,LUNES    ,36
San Javier,Volcamiento,HERIDO,03,JUEVES   ,0
Guayabal,Choque,HERIDO,09,LUNES    ,33
Laureles Estadio,Caida ocupante,HERIDO,06,LUNES    ,7
Guayabal,Otro,HERIDO,11,DOMINGO  ,5
Corregimiento de San Antonio de Prado,Atropello,HERIDO,09,VIERNES  ,1
Villa Hermosa,Atropello,MUERTO,07,SABADO   ,0
Robledo,Caida ocupante,HERIDO,07,LUNES    ,7
Buenos Aires,Choque,HERIDO,05,VIERNES  ,14
Villa Hermosa,Choque,HERIDO,06,MIERCOLES,17
Corregimiento de San Cristobal,Choque,HERIDO,08,MIERCOLES,0
Doce de Octubre,Atropello,MUERTO,02,DOMINGO  ,0
El Poblado,Otro,HERIDO,04,JUEVES   ,5
Corregimiento de Santa Elena,Volcamiento,HERIDO,10,SABADO   ,0
Popular,Otro,HERIDO,06,SABADO   ,2
Santa Cruz,Choque,HERIDO,10,MARTES   ,7
Robledo,Choque,HERIDO,09,MIERCOLES,24
Belen,Otro,HERIDO,08,DOMINGO  ,12
San Javier,Choque,HERIDO,12,VIERNES  ,4
Belen,Choque,HERIDO,10,DOMINGO  ,17
Doce de Octubre,Atropello,HERIDO,03,MARTES   ,9
Corregimiento de San Antonio de Prado,Volcamiento,HERIDO,06,JUEVES   ,0
Doce de Octubre,Atropello,HERIDO,11,LUNES    ,7
Santa Cruz,Volcamiento,HERIDO,11,DOMINGO  ,1
La Candelaria,Choque,MUERTO,05,SABADO   ,0
Castilla,Caida ocupante,HERIDO,06,VIERNES  ,18
Castilla,Atropello,MUERTO,09,SABADO   ,0
Manrique,Atropello,HERIDO,01,DOMINGO  ,8
La Candelaria,Atropello,HERIDO,01,MIERCOLES,25
Aranjuez,Volcamiento,HERIDO,06,MIERCOLES,5
La America,Otro,HERIDO,06,SABADO   ,2
Doce de Octubre,Caida ocupante,HERIDO,02,MARTES   ,3
Doce de Octubre,Caida ocupante,HERIDO,10,LUNES    ,11
Castilla,Choque,HERIDO,08,VIERNES  ,47
Robledo,Caida ocupante,HERIDO,03,JUEVES   ,17
Buenos Aires,Otro,HERIDO,05,VIERNES  ,8
Corregimiento de San Antonio de Prado,Choque,SOLO DANOS,06,MARTES   ,6
Popular,Choque,HERIDO,11,MIERCOLES,2
Corregimiento de San Antonio de Prado,Choque,HERIDO,12,SABADO   ,0
Aranjuez,Choque,HERIDO,07,SABADO   ,28
Popular,Volcamiento,HERIDO,05,DOMINGO  ,1
El Poblado,Caida ocupante,HERIDO,05,LUNES    ,4
Villa Hermosa,Choque,SOLO DANOS,07,DOMINGO  ,10
Villa Hermosa,Choque,HERIDO,01,LUNES    ,9
Laureles Estadio,Caida ocupante,HERIDO,08,SABADO   ,5
Corregimiento de San Cristobal,Otro,HERIDO,02,VIERNES  ,1
Belen,Caida ocupante,HERIDO,08,JUEVES   ,8
Santa Cruz,Choque,SOLO DANOS,01,SABADO   ,4
Robledo,Caida ocupante,HERIDO,09,SABADO   ,14
Buenos Aires,Caida ocupante,HERIDO,05,MARTES   ,1
Doce de Octubre,Otro,HERIDO,06,MIERCOLES,1
Robledo,Choque,MUERTO,09,JUEVES   ,0
Manrique,Atropello,MUERTO,04,MIERCOLES,0
Aranjuez,Otro,HERIDO,05,DOMINGO  ,12
El Poblado,Atropello,HERIDO,02,VIERNES  ,6
Doce de Octubre,Volcamiento,HERIDO,01,MARTES   ,0
Corregimiento de Altavista,Otro,HERIDO,05,VIERNES  ,0
La America,Choque,HERIDO,12,MIERCOLES,10
Corregimiento de Altavista,Choque,HERIDO,04,JUEVES   ,0
Castilla,Choque,HERIDO,11,MIERCOLES,40
Guayabal,Otro,HERIDO,03,VIERNES  ,11
El Pinal,Atropello,MUERTO,05,MARTES   ,0
Laureles Estadio,Atropello,HERIDO,06,DOMINGO  ,6
La Candelaria,Atropello,MUERTO,01,JUEVES   ,0
Aranjuez,Volcamiento,HERIDO,01,LUNES    ,3
Buenos Aires,Atropello,HERIDO,04,MIERCOLES,7
Otro,Choque,SOLO DANOS,08,JUEVES   ,1
El Poblado,Choque,HERIDO,05,VIERNES  ,27
Villa Hermosa,Otro,HERIDO,12,DOMINGO  ,4
San Javier,Otro,HERIDO,10,SABADO   ,3
Villa Hermosa,Choque,SOLO DANOS,10,VIERNES  ,11
El Poblado,Caida ocupante,HERIDO,01,JUEVES   ,7
Popular,Otro,HERIDO,12,MARTES   ,3
Villa Hermosa,Volcamiento,HERIDO,07,DOMINGO  ,1
Santa Cruz,Choque,HERIDO,03,JUEVES   ,1
San Javier,Atropello,HERIDO,07,MIERCOLES,5
Belen,Choque,HERIDO,02,VIERNES  ,25
La America,Caida ocupante,HERIDO,02,SABADO   ,8
Doce de Octubre,Caida ocupante,HERIDO,12,SABADO   ,2
Buenos Aires,Choque,SOLO DANOS,08,JUEVES   ,24
Buenos Aires,Volcamiento,SOLO DANOS,07,DOMINGO  ,0
Castilla,Volcamiento,HERIDO,06,SABADO   ,4
La Candelaria,Atropello,MUERTO,07,SABADO   ,0
Castilla,Choque,SOLO DANOS,04,MARTES   ,53
El Poblado,Caida ocupante,HERIDO,07,SABADO   ,2
Doce de Octubre,Otro,HERIDO,01,LUNES    ,4
Castilla,Choque,SOLO DANOS,12,LUNES    ,53
Villa Hermosa,Choque,HERIDO,03,SABADO   ,8
Corregimiento de San Cristobal,Choque,SOLO DANOS,10,VIERNES  ,2
Villa Hermosa,Atropello,HERIDO,06,MIERCOLES,5
Moravia,Choque,MUERTO,06,SABADO   ,0
Doce de Octubre,Choque,SOLO DANOS,12,VIERNES  ,10
Robledo,Atropello,HERIDO,10,DOMINGO  ,5
El Poblado,Choque,SOLO DANOS,10,SABADO   ,67
San Javier,Choque,MUERTO,09,SABADO   ,0
Laureles Estadio,Choque,SOLO DANOS,05,DOMINGO  ,50
Corregimiento de San Cristobal,Atropello,HERIDO,07,LUNES    ,2
Corregimiento de San Cristobal,Otro,SOLO DANOS,10,LUNES    ,0
Doce de Octubre,Volcamiento,HERIDO,11,SABADO   ,2
Belen,Atropello,HERIDO,09,DOMINGO  ,2
Popular,Atropello,HERIDO,05,MIERCOLES,1
Aranjuez,Atropello,HERIDO,09,VIERNES  ,15
La Milagrosa,Atropello,MUERTO,06,JUEVES   ,0
Popular,Choque,SOLO DANOS,04,SABADO   ,1
Castilla,Atropello,HERIDO,08,MIERCOLES,12
Aranjuez,Volcamiento,HERIDO,03,SABADO   ,3
Guayabal,Caida ocupante,HERIDO,11,DOMINGO  ,6
San Javier,Atropello,HERIDO,02,LUNES    ,3
La Candelaria,Volcamiento,HERIDO,02,JUEVES   ,8
Robledo,Volcamiento,HERIDO,08,LUNES    ,3
Guayabal,Otro,SOLO DANOS,02,MIERCOLES,0
La Candelaria,Choque,MUERTO,08,LUNES    ,0
In,Choque,SOLO DANOS,11,VIERNES  ,2
La Candelaria,Choque,SOLO DANOS,12,DOMINGO  ,55
La America,Atropello,HERIDO,03,LUNES    ,3
La America,Otro,HERIDO,09,LUNES    ,6
Villa Hermosa,Otro,HERIDO,04,VIERNES  ,3
Belen,Atropello,HERIDO,12,VIERNES  ,5
Guayabal,Volcamiento,HERIDO,04,MARTES   ,4
Guayabal,Volcamiento,HERIDO,12,LUNES    ,1
La Candelaria,Otro,HERIDO,10,SABADO   ,23
Doce de Octubre,Otro,HERIDO,03,SABADO   ,6
Castilla,Otro,HERIDO,12,MARTES   ,15
Villa Hermosa,Caida ocupante,HERIDO,07,DOMINGO  ,0
Popular,Otro,HERIDO,05,JUEVES   ,0
Corregimiento de San Antonio de Prado,Choque,HERIDO,07,MARTES   ,3
San Javier,Volcamiento,HERIDO,08,JUEVES   ,2
Laureles Estadio,Volcamiento,HERIDO,11,SABADO   ,3
Castilla,Volcamiento,HERIDO,12,MARTES   ,8
Manrique,Otro,HERIDO,05,SABADO   ,5
El Poblado,Otro,HERIDO,09,JUEVES   ,11
Castilla,Atropello,MUERTO,08,JUEVES   ,0
Buenos Aires,Atropello,HERIDO,01,SABADO   ,2
Corregimiento de San Antonio de Prado,Otro,HERIDO,12,VIERNES  ,0
La America,Otro,HERIDO,05,JUEVES   ,8
Robledo,Atropello,HERIDO,02,VIERNES  ,7
San Javier,Choque,HERIDO,01,SABADO   ,5
Doce de Octubre,Atropello,HERIDO,08,MARTES   ,2
San Javier,Atropello,HERIDO,04,SABADO   ,7
Otro,Caida ocupante,HERIDO,07,SABADO   ,1
Villa Hermosa,Caida ocupante,HERIDO,10,VIERNES  ,1
Otro,Otro,HERIDO,01,MARTES   ,1
San Javier,Otro,HERIDO,05,MARTES   ,2
Buenos Aires,Volcamiento,HERIDO,05,MIERCOLES,2
Aranjuez,Choque,HERIDO,06,JUEVES   ,13
Robledo,Choque,SOLO DANOS,10,SABADO   ,39
La Candelaria,Atropello,HERIDO,06,MIERCOLES,37
Corregimiento de San Antonio de Prado,Caida ocupante,HERIDO,07,SABADO   ,1
La America,Atropello,HERIDO,05,SABADO   ,5
Doce de Octubre,Caida ocupante,HERIDO,07,MARTES   ,4
Moravia,Atropello,MUERTO,07,LUNES    ,0
Santa Cruz,Otro,HERIDO,03,LUNES    ,0
Popular,Choque,SOLO DANOS,10,MARTES   ,5
La America,Caida ocupante,HERIDO,05,LUNES    ,4
Aranjuez,Choque,SOLO DANOS,10,SABADO   ,28
Guayabal,Caida ocupante,HERIDO,03,VIERNES  ,5
Belen,Otro,SOLO DANOS,06,VIERNES  ,0
Robledo,Caida ocupante,HERIDO,08,JUEVES   ,23
Belen,Caida ocupante,HERIDO,11,DOMINGO  ,3
Corregimiento de Santa Elena,Choque,SOLO DANOS,03,VIERNES  ,1
Corregimiento de San Antonio de Prado,Otro,HERIDO,03,MIERCOLES,1
Laureles Estadio,Otro,HERIDO,11,VIERNES  ,16
La Candelaria,Choque,SOLO DANOS,04,VIERNES  ,159
Villa Hermosa,Choque,HERIDO,06,LUNES    ,13
Corregimiento de San Cristobal,Otro,HERIDO,07,VIERNES  ,3
Doce de Octubre,Atropello,HERIDO,12,JUEVES   ,4
El Poblado,Choque,SOLO DANOS,05,MARTES   ,103
Robledo,Choque,HERIDO,09,LUNES    ,27
Popular,Caida ocupante,HERIDO,07,VIERNES  ,2
La America,Caida ocupante,HERIDO,01,JUEVES   ,2
Corregimiento de Altavista,Choque,HERIDO,09,JUEVES   ,0
La America,Volcamiento,HERIDO,05,DOMINGO  ,0
Guayabal,Otro,HERIDO,08,VIERNES  ,17
Santa Cruz,Atropello,HERIDO,05,MIERCOLES,1
Castilla,Volcamiento,HERIDO,05,JUEVES   ,6
La Candelaria,Atropello,HERIDO,01,LUNES    ,18
Aranjuez,Volcamiento,HERIDO,06,LUNES    ,3
Buenos Aires,Atropello,HERIDO,09,MIERCOLES,6
Manrique,Otro,HERIDO,11,MARTES   ,4
Laureles Estadio,Otro,HERIDO,02,MIERCOLES,10
El Poblado,Caida ocupante,HERIDO,06,JUEVES   ,8
El Poblado,Choque,MUERTO,08,MARTES   ,0
La America,Caida ocupante,HERIDO,07,SABADO   ,2
Popular,Choque,HERIDO,03,MARTES   ,2
Popular,Choque,HERIDO,11,LUNES    ,1
Popular,Caida ocupante,HERIDO,10,MIERCOLES,1
Doce de Octubre,Volcamiento,HERIDO,10,JUEVES   ,0
Castilla,Choque,MUERTO,02,DOMINGO  ,0
Castilla,Choque,SOLO DANOS,09,MARTES   ,73
Guayabal,Otro,HERIDO,11,MIERCOLES,14
Doce de Octubre,Otro,HERIDO,06,LUNES    ,10
Villa Hermosa,Choque,HERIDO,08,SABADO   ,8
La America,Atropello,HERIDO,11,MARTES   ,2
Popular,Choque,SOLO DANOS,03,JUEVES   ,7
Aranjuez,Volcamiento,HERIDO,02,JUEVES   ,2
Manrique,Volcamiento,HERIDO,03,LUNES    ,0
La America,Choque,HERIDO,04,MARTES   ,14
Belen,Caida ocupante,HERIDO,03,VIERNES  ,4
La America,Choque,HERIDO,12,LUNES    ,5
Castilla,Choque,HERIDO,03,MARTES   ,50
Castilla,Choque,HERIDO,11,LUNES    ,35
Laureles Estadio,Choque,MUERTO,03,MARTES   ,1
San Javier,Caida ocupante,HERIDO,11,MIERCOLES,2
Buenos Aires,Atropello,HERIDO,04,LUNES    ,4
Buenos Aires,Volcamiento,HERIDO,02,SABADO   ,2
Corregimiento de Altavista,Choque,SOLO DANOS,05,VIERNES  ,2
San Javier,Choque,SOLO DANOS,08,DOMINGO  ,0
La Candelaria,Atropello,HERIDO,03,SABADO   ,27
La Candelaria,Choque,HERIDO,09,MIERCOLES,78
Aranjuez,Volcamiento,HERIDO,08,SABADO   ,3
Santa Cruz,Choque,SOLO DANOS,12,MARTES   ,5
Doce de Octubre,Choque,HERIDO,04,DOMINGO  ,11
San Javier,Atropello,HERIDO,07,LUNES    ,4
La Candelaria,Volcamiento,HERIDO,07,JUEVES   ,13
Corregimiento de San Cristobal,Choque,SOLO DANOS,06,MIERCOLES,1
Otro,Atropello,HERIDO,01,LUNES    ,0
Robledo,Choque,SOLO DANOS,05,MARTES   ,45
Doce de Octubre,Choque,SOLO DANOS,08,MIERCOLES,12
Laureles Estadio,Volcamiento,HERIDO,10,JUEVES   ,5
Aranjuez,Choque,SOLO DANOS,05,MARTES   ,31
Belen,Choque,SOLO DANOS,11,VIERNES  ,53
Villa Hermosa,Atropello,HERIDO,06,LUNES    ,4
Aranjuez,Caida ocupante,HERIDO,01,DOMINGO  ,4
Villa Hermosa,Otro,HERIDO,09,VIERNES  ,2
Manrique,Otro,HERIDO,04,JUEVES   ,6
Laureles Estadio,Volcamiento,SOLO DANOS,06,MIERCOLES,0
Belen,Atropello,HERIDO,01,SABADO   ,7
Guayabal,Volcamiento,HERIDO,09,MARTES   ,3
Corregimiento de Santa Elena,Caida ocupante,HERIDO,04,MIERCOLES,1
Doce de Octubre,Otro,HERIDO,08,SABADO   ,7
Castilla,Atropello,MUERTO,11,DOMINGO  ,0
Belen,Otro,HERIDO,03,LUNES    ,17
Aranjuez,Otro,HERIDO,05,MIERCOLES,16
El Poblado,Otro,SOLO DANOS,11,MIERCOLES,1
Manrique,Volcamiento,HERIDO,05,SABADO   ,2
Buenos Aires,Atropello,HERIDO,06,SABADO   ,10
Manrique,Choque,SOLO DANOS,11,VIERNES  ,13
La America,Atropello,HERIDO,04,JUEVES   ,3
Robledo,Atropello,HERIDO,07,VIERNES  ,8
Laureles Estadio,Caida ocupante,HERIDO,10,DOMINGO  ,5
San Javier,Atropello,HERIDO,09,SABADO   ,7
Corregimiento de Santa Elena,Atropello,HERIDO,12,VIERNES  ,0
In,Atropello,MUERTO,05,LUNES    ,0
La Candelaria,Caida ocupante,HERIDO,09,VIERNES  ,27
Otro,Otro,HERIDO,06,MARTES   ,1
Aranjuez,Atropello,HERIDO,04,MARTES   ,2
